Director,Year,Title,Country,Length,Genre,Col
"Argento, Dario",1980,Inferno ,Italy,107,Drama-Horror-Mystery,Col
"Argento, Dario",1982,Tenebrae/Unsane,Italy,100,Horror-Crime-Mystery,Col
"Argento, Dario",1984,Phenomena,Italy,110,Horror-Mystery-Thriller,Col
"Argento, Dario",1987,Terror at the Opera/Opera,Italy,107,Horror-Crime-Mystery,BW
"Argento, Dario",1996,"Stendhal Syndrome, The",Italy,120,Crime-Thriller-Horror,Col
"Aristakisian, Artour",1993,Palms/Hands/Ladoni,Russia,129,---,BW
"Aristarain, Adolfo",1992,"Place in the World, A",Argentina-Spain-Uruguay,120,Drama,Col
"Aristov, Viktor",1991,Satan,USSR,106,Thriller,Col
"Arkin, Alan",1971,Little Murders,US,110,Comedy,Col
"Arkush, Allan",1979,Rock 'n' Roll High School,US,93,Musical-Comedy,Col
"Arkush, Allan",1983,Get Crazy,US,92,Comedy,Col
"Arliss, Leslie",1943,"Man in Grey, The",UK,116,Romance,BW
"Armendariz, Montxo",1984,Tasio,Spain,95,Drama,Col
"Armitage, Frederick",1901,Star Theatre,US,2,Documentary-Short,BW
"Armitage, George",1990,Miami Blues,US,99,Crime,Col
"Armitage, George",1997,Grosse Pointe Blank,US,107,Comedy-Romance,Col
"Armstrong, Franny",2005,McLibel,UK,85,Documentary,Col
"Armstrong, Gillian",1979,My Brilliant Career,Australia,101,Drama-Romance-Biography,Col
"Armstrong, Gillian",1982,Starstruck,Australia,95,Musical-Comedy,Col
"Armstrong, Gillian",1987,High Tide,Australia,101,Drama,Col
"Armstrong, Gillian",1990,"Last Days of Chez Nous, The",Australia,96,Drama,Col
"Armstrong, Gillian",1994,Little Women ,US,118,Romance-Drama,Col
"Armstrong, Michael",1970,Mark of the Devil,West Germany,96,Drama-Historical-Horror,Col
"Arnold, Andrea",2006,Red Road,UK-Denmark,114,Drama-Thriller,Col
"Arnold, Andrea",2009,Fish Tank,UK,123,Drama,Col
"Arnold, Jack",1953,It Came From Outer Space,US,81,Science Fiction-Horror-Thriller,BW
"Arnold, Jack",1954,Creature From the Black Lagoon,US,79,Horror-Adventure-Science Fiction,BW
"Arnold, Jack",1955,Tarantula,US,80,Science Fiction,Col
"Arnold, Jack",1957,"Incredible Shrinking Man, The",US,81,Science Fiction,BW
"Arnold, Jack",1958,High School Confidential!,US,85,Drama-Crime,BW
"Arnold, Jack",1958,"Space Children, The",US,69,Science Fiction,BW
"Arnold, Martin",1998,Alone: Life Wastes Andy Hardy,Austria,15,Short,BW
"Arnold, Newt",1987,Bloodsport,US,92,Action,Col
"Arntz, William",2004,What the Bleep Do We Know?,US,109,---,Col
"Aronofsky, Darren",1998,Pi,US,83,Thriller,BW
"Aronofsky, Darren",2000,Requiem for a Dream,US,100,Drama,Col
"Aronofsky, Darren",2006,"Fountain, The",US,97,Drama-Romance-Science Fiction,Col
"Aronofsky, Darren",2008,"Wrestler, The",US,109,Drama-Sports,Col
"Aronofsky, Darren",2010,Black Swan,US,108,Drama-Thriller,Col
"Arteta, Miguel",2000,Chuck & Buck,US,95,Drama-Comedy,Col
"Arzner, Dorothy",1929,"Wild Party, The",US,76,Romance-Comedy-Drama,BW
"Arzner, Dorothy",1931,Working Girls ,US,77,Drama,BW
"Arzner, Dorothy",1932,Merrily We Go to Hell,US,78,Comedy-Drama,BW
"Arzner, Dorothy",1933,Christopher Strong,US,77,Romance-Drama,BW
"Arzner, Dorothy",1936,Craig's Wife,US,75,Drama,BW
"Arzner, Dorothy",1940,"Dance, Girl, Dance",US,90,Musical-Drama-Comedy,BW
"Arzner, Dorothy",1943,First Comes Courage,US,88,War-Drama,BW
"Asbury, Kelly & Lorna Cook",2002,Spirit: Stallion of the Cimarron,US,83,---,Col
"Ashby, Hal",1970,"Landlord, The",US,113,Drama-Comedy,Col
"Ashby, Hal",1971,Harold and Maude,US,90,Comedy,Col
"Ashby, Hal",1973,"Last Detail, The",US,105,Drama,Col
"Ashby, Hal",1975,Shampoo,US,109,Drama-Comedy,Col
"Ashby, Hal",1976,Bound for Glory,US,147,Biography-Drama-Musical,Col
"Ashby, Hal",1978,Coming Home,US,127,War-Drama,Col
"Ashby, Hal",1979,Being There,US,130,Drama-Comedy,Col
"Ashby, Hal",1981,Second-Hand Hearts,US,102,Romance-Comedy,Col
"Ashby, Hal",1982,Let's Spend the Night Together,US,94,Documentary-Musical,Col
"Asher, William",1963,Beach Party,US,101,Musical-Comedy,Col
"Asif, K.",1960,Mughal-E-Azam/The Great Mughal,India,173,War-Drama,Col-BW
"Asquith, Anthony",1929,"Cottage on Dartmoor, A",UK,84,Crime-Drama,BW
"Asquith, Anthony",1941,Quiet Wedding,UK,80,Comedy,BW
"Asquith, Anthony",1945,"Way to the Stars, The",UK,109,War,BW
"Asquith, Anthony",1948,"Winslow Boy, The ",UK,117,Drama,BW
"Asquith, Anthony",1952,"Importance of Being Earnest, The",UK,95,Comedy,Col
"Asquith, Anthony/Leslie Howard",1938,Pygmalion,UK,95,Drama-Comedy,BW
"Assayas, Olivier",1991,Paris s'eveille/Paris Awakens,France-Italy,95,Drama,Col
"Assayas, Olivier",1993,"New Life, A/Une nouvelle vie",France,117,Drama,Col
"Assayas, Olivier",1994,Cold Water/L'Eau froide,France,92,Drama,Col
"Assayas, Olivier",1996,Irma Vep,France,98,Fantasy-Drama,Col
"Assayas, Olivier",1999,"Late August, Early September",France,111,Drama,Col
"Assayas, Olivier",2002,Demonlover,France-Japan-Mexico-US,129,Thriller-Drama-Mystery,Col
"Assayas, Olivier",2007,Boarding Gate,France-Luxembourg,106,Thriller-Drama,Col
"Assayas, Olivier",2008,Summer Hours,France,103,Drama-Family,Col
"Assayas, Olivier",2010,Carlos,France-Germany-Belgium,333,Biography-Crime-Drama,Col
"Assonitis, Ovidio G. & Robert Barrett",1974,Beyond the Door,Italy-US,94,Horror,Col
"Astruc, Alexandre",1955,"Mauvaises rencontres, Les",France,84,Drama,BW
"Astruc, Alexandre",1958,End of Desire,France-Italy,86,Drama,Col
"Astruc, Alexandre",1961,Prey for the Shadows,France,95,Drama,BW
"Atchison, Doug",2005,Akeelah and the Bee,US,110,---,Col
"Attal, Yvan",2002,My Wife is an Actress/Ma femme est une actrice,France,95,Drama-Comedy-Romance,Col
"Attenborough, Richard",1969,Oh! What a Lovely War,UK,139,War-Musical,Col
"Attenborough, Richard",1977,"Bridge Too Far, A",UK,175,War-Action-Drama,Col
"Attenborough, Richard",1982,Gandhi,UK,188,Drama-Biography-Historical,Col
"Attenborough, Richard",1992,Chaplin,UK,144,Drama-Biography,Col
"Attenborough, Richard",1993,Shadowlands,UK,130,Romance-Drama-Biography,Col
"Attias, Daniel",1985,Silver Bullet,US,95,Horror,Col
"Aubier, Pascal",1995,"Son of Gascogne, The",France,104,Comedy,Col
"Audiard, Jacques",1993,See How They Fall/Regarde les hommes tomber,France,90,Drama,Col
"Audiard, Jacques",1995,"Self-Made Hero, A/Un heros tres discret",France,105,Drama,Col
"Audiard, Jacques",2001,Read My Lips/Sur mes levres,France,118,Drama-Crime,Col
"Audiard, Jacques",2005,"Beat That My Heart Skipped, The",France,107,Drama-Crime,Col
"Audiard, Jacques",2009,"Prophet, A",France-Italy,155,Drama-Crime,Col
"August, Bille",1992,"Best Intentions, The",Sweden,182,Drama,Col
"August, Billie",1987,Pelle the Conqueror,Denmark-Sweden,150,Drama,Col
"Aured, Carlos",1974,Curse of the Devil,Spain-Mexico,73,Horror,Col
"Autant-Lara, Claude",1942,Love Letters/Lettres d'Amour,France,110,---,BW
"Autant-Lara, Claude",1942,"Mariage de Chiffon, Le",France,103,---,BW
"Autant-Lara, Claude",1943,Douce,France,111,Romance-Drama,BW
"Autant-Lara, Claude",1946,Devil in the Flesh,France,110,Romance-Drama,BW
"Autant-Lara, Claude",1950,Keep an Eye on Amelia/Occupe-Toi d’Amelie,France,95,Comedy,BW
"Autant-Lara, Claude",1951,"Red Inn, The",France,100,Comedy-Crime,BW
"Autant-Lara, Claude",1956,Four Bags Full/La Traversee de Paris,France,84,Comedy,BW
"Autant-Lara, Claude",1958,Love is My Profession,Italy-France,105,Drama-Crime-Romance,BW
"Autant-Lara, Claude/Mauro Bolognini/Philippe de Broca/Jean-Luc Godard/Franco Indovina/Michael Pfleghar",1967,"Oldest Profession, The",France-Germany-Italy,97,Drama-Comedy,Col
"Auzins, Igor",1983,We of the Never Never,Australia,132,Biography-Adventure,Col
"Avakian, Aram",1970,End of the Road,US,110,Drama,Col
"Avakian, Aram",1973,Cops and Robbers,US,89,Crime,Col
"Avary, Roger",1994,Killing Zoe,US,98,Drama-Crime,Col
"Avary, Roger",2002,"Rules of Attraction, The",US-Germany,110,---,Col
"Avati, Pupi",1976,"House with the Laughing Windows, The",Italy,110,Horror-Mystery-Thriller,Col
"Avati, Pupi",1983,Zeder,Italy,98,Horror,Col
"Avati, Pupi",1993,Magnificat,Italy,110,Drama,Col
"Avdeliodis, Dimos",1999,"Spring Gathering, The",Greece,178,Adventure-Comedy-Drama,Col
"Avery, Tex",1942,Blitz Wolf,US,10,Animated-Comedy-Short,Col
"Avery, Tex",1943,Dumb-Hounded,US,7,Family-Animated-Comedy,Col
"Avery, Tex",1943,Red Hot Riding Hood,US,7,Animated-Comedy-Short,Col
"Avery, Tex",1943,Who Killed Who?,US,8,Animated-Mystery-Comedy,Col
"Avery, Tex",1944,Screwball Squirrel,US,7,Animated-Family-Comedy,Col
"Avery, Tex",1946,Lonesome Lenny,US,8,Family-Animated-Comedy,Col
"Avery, Tex",1947,King Size Canary,US,8,Animated-Comedy-Short,Col
"Avery, Tex",1948,"Cat That Hated People, The",US,7,Family-Animated-Comedy,Col
"Avery, Tex",1949,Bad Luck Blackie,US,7,Family-Animated-Comedy,Col
"Avery, Tex",1949,Little Rural Riding Hood,US,6,Animated-Comedy-Short,Col
"Avery, Tex",1949,Señor Droopy,US,8,Animated-Family-Comedy,Col
"Avery, Tex",1952,Magical Maestro,US,6,Family-Animated-Comedy,Col
"Avildsen, John G.",1970,Joe,US,107,Drama,Col
"Avildsen, John G.",1971,Cry Uncle!,US,87,Mystery-Comedy,Col
"Avildsen, John G.",1971,Okay Bill,US,91,Romance-Drama,Col
"Avildsen, John G.",1973,Save the Tiger,US,101,Drama,Col
"Avildsen, John G.",1976,Rocky,US,119,Sports-Drama,Col
"Avildsen, John G.",1981,Neighbors ,US,94,Comedy,Col
"Avildsen, John G.",1984,"Karate Kid, The",US,126,Sports,Col
"Avildsen, John G.",1989,Lean on Me,US,109,Drama,Col
"Avildsen, John G.",1990,Rocky V,US,104,Sports-Drama,Col
"Avnet, Jon",1991,Fried Green Tomatoes at the Whistle Stop Cafe,US,130,Drama-Comedy,Col
"Axel, Gabriel",1987,Babette's Feast,Denmark,102,Drama,Col
"Axelrod, George",1966,Lord Love a Duck,US,104,Comedy-Drama,BW
"Ayouch, Nabil",2000,"Ali Zaoua, Prince of the Streets",France-Morocco-Belgium,99,---,Col
"B., Beth & Scott B.",1982,Vortex,US,90,Thriller,Col
"Babenco, Hector",1975,"Rei da Noite, O/King of the Night",Brazil,97,---,Col
"Babenco, Hector",1981,Pixote,Brazil,127,Drama,Col
"Babenco, Hector",1985,Kiss of the Spider Woman,Brazil-US,119,Prison,Col-BW
"Babenco, Hector",1987,Ironweed,US,144,Drama,Col
"Bach, Jean",1994,"Great Day in Harlem, A",US,60,Documentary,Col
"Back, Frederic",1980,Crac!,Canada,15,Short-Animated-Drama,Col
"Back, Frederic",1987,"Man Who Planted Trees, The",Canada,30,Animated-Short-Drama,Col
"Bacon, Lloyd",1933,42nd Street,US,89,Musical-Dance-Comedy,BW
"Bacon, Lloyd",1933,Footlight Parade,US,104,Musical,BW
"Bacon, Lloyd",1934,Wonder Bar,US,84,Crime-Drama-Musical,BW
"Bacon, Lloyd",1937,Marked Woman,US,99,Drama-Crime,BW
"Bacon, Lloyd",1938,"Slight Case of Murder, A",US,85,Crime-Comedy,BW
"Bacon, Lloyd",1940,"Knute Rockne, All American",US,96,Biography,BW
"Bacon, Lloyd",1949,It Happens Every Spring,US,87,Sports-Comedy-Science Fiction,BW
"Badger, Clarence G.",1926,Hands Up!,US,60,Comedy,BW
"Badger, Clarence G.",1927,It,US,72,Drama,BW
"Badham, John",1976,"Bingo Long Traveling All-Stars & Motor Kings, The",US,110,Sports,Col
"Badham, John",1977,Saturday Night Fever,US,119,Drama,Col
"Badham, John",1983,WarGames,US,110,Thriller-Drama,Col
"Badham, John",1986,Short Circuit,US,98,Science Fiction-Comedy,Col
"Baggot, King",1925,Tumbleweeds,US,81,Western,BW
"Baginski, Tomek",2004,Fallen Art,Poland,6,Comedy-Animated-Short,Col
"Bahr, Fax/George Hickenlooper",1991,Hearts of Darkness: A Filmmaker's Apocalypse,US,96,Documentary,Col
"Bahrani, Ramin",2005,Man Push Cart,US,87,Drama,Col
"Bahrani, Ramin",2007,Chop Shop,US,84,---,Col
"Bail, Charles",1975,Cleopatra Jones and the Casino of Gold,US,96,Action,Col
"Baillie, Bruce",1963,To Parsifal,US,16,Short,Col
"Baillie, Bruce",1966,All My Life,US,3,Short,Col
"Baillie, Bruce",1966,Castro Street,US,10,Short,Col
"Baillie, Bruce",1971,Valentin de las Sierras,US,10,Short,Col
"Baino, Mariano",1994,Dead Waters/Dark Waters,Russia-Italy-UK,94,Horror,Col
"Bairnsfather, Bruce",1928,"Carry on, Sergeant!",Canada,117,Drama-War,BW
"Baker, Graham",1981,"Final Conflict, The/Omen III",US,108,Horror,Col
"Baker, Graham",1984,Impulse ,US,91,Thriller,Col
"Baker, Mark",1989,"Hill Farm, The",UK,18,Animated-Short,Col
"Baker, Roy Ward",1958,"Night to Remember, A ",UK,123,Disaster,BW
"Baker, Roy Ward",1968,Five Million Years to Earth/Quatermass & the Pit,UK,98,Science Fiction,Col
"Baker, Roy Ward",1971,"Vampire Lovers, The",UK,88,Horror,Col
"Bakshi, Ralph",1972,Fritz The Cat,US,78,Animated-Comedy-Crime,Col
"Bakshi, Ralph",1973,Heavy Traffic,US,76,Animated-Comedy-Drama,Col
"Bakshi, Ralph",1975,Coonskin/Streetfight,US,83,Animated-Action-Comedy,Col
"Bakshi, Ralph",1978,"Lord of the Rings, The",US,133,Science Fiction-Animated-Adventure,Col
"Bakshi, Ralph",1981,American Pop,US,97,Musical-Animated-Drama,Col
"Bakshi, Ralph",1983,Fire and Ice,US,81,Fantasy-Animated-Adventure,Col
"Balaban, Bob",1989,Parents,US,82,Horror-Comedy,Col
"Balabanov, Aleksei",1997,Brother/Brat,Russia,99,---,Col
"Balabanov, Aleksei",1998,Of Freaks and Men/Po Urodov i Liudei,Russia,---,---,BW
"Balaguero, Jaume & Paco Plaza",2007,,Spain,78,---,Col
"Baldanello, Gianfranco",1967,This Man Can't Die,Italy,90,Western,Col
"Baldi, Ferdinando",1968,"Django, Prepare a Coffin!",Italy,88,Western-Action,Col
"Baldi, Ferdinando",1976,Get Mean,Italy,84,Western-Action-Adventure,Col
"Baldwin, Craig",1992,Tribulation 99: Alien Anomalies Under America,US,48,Science Fiction-Comedy,Col
"Baldwin, Craig",2008,Mock Up on Mu,US,114,Comedy-Science Fiction,Col-BW
"Ballard, Carroll",1979,"Black Stallion, The",US,118,Family-Adventure,Col
"Ballard, Carroll",1983,Never Cry Wolf,US,105,Adventure-Drama,Col
"Ballard, Carroll",1996,Fly Away Home,US,107,Adventure-Family-Drama,Col
"Ballot, Steve",1996,"Bride of Frank, The",US,89,Comedy-Horror,Col
"Ban, Frigyes",1948,Treasured Earth,Hungary,97,Drama,BW
"Band, Albert",1978,Dracula's Dog,US,90,Horror,Col
"Band, Charles",1985,Trancers,US,85,Science Fiction-Crime,Col
"Bank, Mirra/Ellen Hovde/Muffie Meyer",1983,Enormous Changes at the Last Minute,US,115,Drama,Col
"Bannert, Walter",1982,"Inheritors, The",Austria-West Germany,97,Drama,Col
"Barakat, Henry",1949,Afrita Hanem,Egypt,97,Fantasy-Comedy-Romance,BW
"Barbash, Uri",1984,Beyond the Walls,Israel,103,Prison,Col
"Barbier, Eric",1991,"Brasier, Le",France,122,Drama,Col
"Barboni, Enzo",1971,They Call Me Trinity,Italy,109,Western-Comedy,Col
"Bardem, Juan Antonio",1955,Death of a Cyclist,Spain,86,Drama,BW
"Bardem, Juan Antonio",1956,Calle Mayor,Spain-France,99,Drama,BW
"Bardem, Juan Antonio & Luis García Berlanga",1953,Esa pareja feliz,Spain,83,Comedy,BW
"Bare, Richard L.",1973,"Wicked, Wicked",US,95,Thriller-Mystery,Col
"Bareja, Stanislaw",1961,Husband of His Wife,Poland,94,Comedy,BW
"Barilli, Francesco",1974,"Perfume of the Lady in Black, The",Italy,101,Horror-Mystery-Thriller,Col
"Barjatya, Sooraj R.",1994,Hum Aapke Hain Koun...!/Who Am I to You?,India,206,---,Col
"Barker, Clive",1987,Hellraiser,UK,94,Horror,Col
"Barker, Clive",1990,Nightbreed,US,99,Horror,Col
"Barker, Cordell",1988,"Cat Came Back, The",Canada,7,Animated-Comedy-Musical,Col
"Barker, Reginald",1914,"Bargain, The",US,70,Western,BW
"Barker, Reginald",1915,"Italian, The",US,78,Drama,BW
"Barker, Reginald/Thomas H. Ince/Raymond B. West",1916,Civilization,US,78,Drama,BW
"Bar-Lev, Amir",2007,My Kid Could Paint That,US-UK,83,Documentary,Col
"Bar-Lev, Amir",2010,"Tillman Story, The",US,94,Documentary,---
"Barmak, Siddiq",2003,Osama,Afghanistan-Ireland-Japan,83,Drama,Col
"Barnet, Boris",1927,"Girl with the Hat Box, The",USSR,67,Romance-Comedy-Drama,BW
"Barnet, Boris",1928,"House on Trubnaya Square, The",USSR,64,Comedy,BW
"Barnet, Boris",1933,Outskirts ,USSR,98,War-Drama,BW
"Barnet, Boris",1936,By the Bluest of Seas,Russia,71,Drama-Romantic-Comedy,BW
"Barnet, Boris",1959,Staryy naezdnik/The Old Jockey,USSR,96,Drama-Comedy,BW
"Barnett, Daniel",1975,White Heart,US,53,---,Col
"Barney, Matthew",1994,Cremaster 4,US-UK-France,42,---,Col
"Barney, Matthew",1995,Cremaster 1,US,40,---,Col
"Barney, Matthew",1997,Cremaster 5,US,54,Musical-Drama,Col
"Barney, Matthew",1999,Cremaster 2,US,79,---,Col
"Barney, Matthew",2002,Cremaster 3,US,179,---,Col
"Barney, Matthew",2005,Drawing Restraint 9,US,---,---,Col
"Barnz, Daniel",2008,Phoebe in Wonderland,US,96,Adventure-Comedy-Drama,Col
"Baron, Allen",1961,Blast of Silence,US,77,Drama-Crime,BW
"Barre, Raoul",1915,Cartoons in the Hotel,US,---,Animated-Comedy-Short,BW
"Barreto, Bruno",1976,Dona Flor and Her Two Husbands,Brazil,106,Comedy,Col
"Barreto, Bruno",1997,"Four Days in September/O Que E Isso, Companheiro?",Brazil-US,110,Drama,Col
"Barreto, Fabio",1995,"Quatrilho, O",Brazil,92,Romance-Drama,Col
"Barreto, Lima",1953,"Cangaceiro, O/The Bandit",Brazil,105,Drama-Crime-Action,BW
"Barrett, Shirley",1996,Love Serenade,Australia,101,Comedy-Crime-Drama,Col
"Barron, Arthur",1973,Jeremy,US,90,Romance,Col
"Barron, Steve",1990,Teenage Mutant Ninja Turtles,US,93,Fantasy-Action-Adventure,Col
"Barry, George",1977,Death Bed: The Bed That Eats,US,77,Horror-Comedy,Col
"Barry, Wesley",1962,Creation of the Humanoids,US,75,Science Fiction,Col
"Bartas, Sharunas",2000,Freedom,France-Portugal-Lithuania,96,Drama,Col
"Bartel, Paul",1972,Private Parts ,US,86,Comedy-Horror,Col
"Bartel, Paul",1975,Death Race 2000,US,78,Science Fiction-Action,Col
"Bartel, Paul",1976,Cannonball,US,93,Comedy-Action-Crime,Col
"Bartel, Paul",1982,Eating Raoul,US,83,Comedy,Col
"Bartel, Paul",1985,Lust in the Dust,US,85,Western-Comedy,Col
"Bartlett, Richard",1957,Joe Dakota,US,79,Western,Col
"Bartlett, Scott",1968,OffOn,US,9,Short,Col
"Barton, Charles",1948,Abbott and Costello Meet Frankenstein,US,83,Comedy,BW
"Bartosch, Berthold",1932,"Idee, L'",France,30,Short-Animated,BW
"Bass, Jules",1967,Mad Monster Party?,US,94,Animated,Col
"Bass, Jules & Arthur Rankin Jr.",1982,"Last Unicorn, The",UK,92,Animated,Col
"Bass, Saul",1968,Why Man Creates,US,29,Animated-Comedy-Documentary,---
"Bass, Saul",1974,Phase IV,US,86,Science Fiction,Col
"Batalov, Aleksei",1959,"Overcoat, The/Shinel",Russia,73,Drama,BW
"Bateson, Gregory & Margaret Mead",1952,Trance and Dance in Bali,US,22,Documentary-Short,BW
"Bauer, Otmar",1970,Katzi,Czechoslovakia,7,Avant-Garde,---
"Bauer, Yevgeni",1913,Twilight of a Woman's Soul,Russia,48,Short-Drama,BW
"Bauer, Yevgeni",1914,Child of the Big City,Russia,---,---,BW
"Bauer, Yevgeni",1915,After Death,Russia,46,Drama,BW
"Bauer, Yevgeni",1916,"Life for a Life , A",Russia,66,Drama,BW
"Bauer, Yevgeni",1917,Revolutionist,Russia,35,Short-Drama,BW
"Baumbach, Noah",1995,Kicking and Screaming,US,96,Drama-Comedy,Col
"Baumbach, Noah",1997,Mr. Jealousy,US,103,Comedy-Romance,Col
"Baumbach, Noah",2005,"Squid and the Whale, The",US,80,Drama-Comedy,Col
"Baumbach, Noah",2007,Margot at the Wedding,US,92,Comedy-Drama,Col
"Bava, Lamberto",1986,Demons,Italy,89,Horror,Col
"Bava, Mario",1960,Black Sunday,Italy,83,Horror,BW
"Bava, Mario",1962,"Evil Eye, The",Italy,92,Mystery-Thriller,BW
"Bava, Mario",1963,"Whip and the Body, The",Italy-France,85,Horror-Romance,Col
"Bava, Mario",1964,Black Sabbath,Italy,99,Horror,Col
"Bava, Mario",1964,Blood and Black Lace,France-Germany-Italy,88,Thriller-Horror,Col
"Bava, Mario",1965,Planet of the Vampires,Italy,86,Science Fiction-Horror,Col
"Bava, Mario",1966,"Kill, Baby... Kill!",Italy,83,Horror,Col
"Bava, Mario",1967,Danger: Diabolik,Italy-France,105,Action-Crime-Thriller,Col
"Bava, Mario",1971,Twitch of the Death Nerve/Bay of Blood,Italy,90,Horror,Col
"Bava, Mario",1972,Baron Blood,Italy,90,Horror,Col
"Bava, Mario",1972,Lisa and the Devil,Italy-Spain-West Germany,95,Horror,Col
"Baxter, John",1941,Love on the Dole,UK,100,Drama,BW
"Bay, Michael",1995,Bad Boys ,US,126,Crime-Action-Comedy,Col
"Bay, Michael",1996,"Rock, The",US,129,Thriller-Action-Adventure,Col
"Bay, Michael",1998,Armageddon,US,150,Thriller-Science Fiction-Action,Col
"Bayona, Juan Antonio",2007,"Orphanage, The",Spain-France,100,Drama-Horror-Mystery,Col
"Bean, Henry",2001,"Believer, The",US,98,---,Col
"Bean, Robert B.",1971,Made for Each Other,US,107,Comedy,Col
"Beatty, Warren",1981,Reds,US,200,Historical-Drama-Biography,Col
"Beatty, Warren",1990,Dick Tracy,US,104,Comedy-Adventure,Col
"Beatty, Warren",1998,Bulworth,US,108,Romance-Drama-Comedy,Col
"Beatty, Warren/Buck Henry",1978,Heaven Can Wait ,US,100,Fantasy-Comedy,Col
"Beaudin, Jean",1977,J.A. Martin photographe,Canada,100,Drama,Col
"Beaudin, Jean",1992,Being at Home With Claude,Canada,85,Drama,Col-BW
"Beaudine, William",1926,Sparrows,US,84,Drama,BW
"Beaudine, William",1934,"Old-Fashioned Way, The",US,74,Comedy,BW
"Beaudine, William",1945,Mom and Dad,US,97,Drama,BW
"Beaumont, Harry",1929,"Broadway Melody, The",US,104,Musical-Dance,BW
"Beaumont, Harry",1931,"Dance, Fools, Dance",US,81,Crime,BW
"Beauvois, Xavier",2010,Of Gods and Men,France,122,---,Col
"Beavers, Robert",1980,Amor,US,15,Short,Col
"Bechis, Marco",1999,Garage Olimpo,Italy-Argentina-France,98,Drama,Col
"Becker, Harold",1996,City Hall,US,111,Political-Drama,Col
"Becker, Jacques",1943,Goupi mains rouges/It Happened at the Inn,France,104,Drama,BW
"Becker, Jacques",1945,Falbalas,France,95,Romance-Drama-Comedy,BW
"Becker, Jacques",1947,Antoine et Antoinette,France,78,---,BW
"Becker, Jacques",1949,Rendez-vous de Juillet,France,110,Drama-Comedy,BW
"Becker, Jacques",1950,Edouard et Caroline,France,88,Comedy,BW
"Becker, Jacques",1952,Casque d'or,France,96,Romance-Drama-Crime,BW
"Becker, Jacques",1953,Touchez pas au Grisbi/Grisbi,France,94,Thriller-Crime-Drama,BW
"Becker, Jacques",1959,"Trou, Le",France-Italy,140,Drama-Crime,BW
"Becker, Jean",1983,One Deadly Summer,France,133,Thriller,Col
"Becker, Jean",1998,Children of the Marshland/Les Enfants du marais,France,115,---,Col
