Director,Year,Title,Country,Length,Genre,Col
"Traynor, Peter S.",1977,Death Game,US,89,Thriller,Col
"Tregenza, Rob",1988,Talking to Strangers,US,90,---,Col
"Tremaine, Jeff",2002,Jackass: The Movie,US,85,---,Col
"Tremaine, Jeff",2006,Jackass: Number Two,US,92,---,Col
"Trenchard-Smith, Brian",1975,"Man From Hong Kong, The",Australia-China,103,Action,Col
"Trenchard-Smith, Brian",1989,"Siege of Firebase Gloria, The",Australia-Philippines,97,War,Col
"Trenker, Luis",1934,"Verlorene Sohn, Der",US-Germany,102,Drama,BW
"Trent, Barbara",1992,"Panama Deception, The",US,91,Documentary,Col
"Tressler, Georg",1956,"Halbstarken, Die",West Germany,97,Drama-Thriller,BW
"Tressler, Georg",1959,"Totenschiff, Das",West Germany-Mexico,97,Adventure,BW
"Trimble, Laurence",1912,"Cure for Pokeritis, A",US,13,Comedy-Short,BW
"Trinh, T. Minhy-ha",1982,Reassemblage,US,40,Documentary-Short,Col
"Trinh, T. Minhy-ha",1989,Surname Viet Given Name Nam,US,108,Documentary,Col
"Trivas, Victor",1931,Niemandsland,Germany,93,War,BW
"Trnka, Jirí",1947,"Czech Year, The",Czechoslovakia,75,Animated,---
"Trnka, Jirí",1959,"Midsummer Night's Dream, A",Czechoslovakia,76,Animated-Comedy-Fantasy,Col
"Trnka, Jirí",1965,"Hand, The",Czechoslovakia,18,Animated-Comedy-Short,Col
"Trnka, Jirí & Milos Makovec",1949,"Emperor's Nightingale, The",Czechoslovakia,72,Family-Animated,Col
"Troche, Rose",1994,Go Fish,US,87,Romance-Comedy,BW
"Troell, Jan",1971,"Emigrants, The",Sweden,148,Drama,Col
"Troell, Jan",1972,"New Land, The",Sweden,161,Drama,Col
"Troell, Jan",1977,Bang! ,Sweden,105,Drama,Col
"Troell, Jan",1996,Hamsun,Germany-Norway-Sweden-Denmark,157,War-Drama,Col
"Troell, Jan",2008,Everlasting Moments,Sweden-Denmark-Norway-Finland-Germany,131,Drama,Col
"Trueba, Fernando",1990,Twisted Obsession/The Mad Monkey,Spain,103,Thriller,Col
"Trueba, Fernando",1992,Belle Epoque,Spain,108,Romance-Comedy,Col
"Trueba, Fernando",2000,Calle 54,Spain-France-Italy,105,Documentary-Musical,Col
"Truffaut, François",1957,"Mistons, Les/The Brats/The Mischief Makers",France,26,Romance-Drama,BW
"Truffaut, François",1959,"400 Blows, The",France,99,Drama,BW
"Truffaut, François",1960,Shoot the Piano Player,France,92,Drama-Crime-Thriller,BW
"Truffaut, François",1961,Jules et Jim,France,104,Romance-Drama,BW
"Truffaut, François",1964,"Soft Skin, The/Le Peau Douce",France,120,Drama-Romance,BW
"Truffaut, François",1967,"Bride Wore Black, The",France,107,Mystery-Drama,Col
"Truffaut, François",1967,Fahrenheit 451,US,111,Science Fiction,Col
"Truffaut, François",1968,Stolen Kisses/Baisers Voles,France,90,Romance-Comedy-Drama,Col
"Truffaut, François",1969,Mississippi Mermaid/La Sirene du Mississipi,France-Italy,110,Drama-Mystery-Romance,Col
"Truffaut, François",1969,"Wild Child, The",France,85,Drama,BW
"Truffaut, François",1970,Bed & Board/Domicile conjugal,France-Italy,97,Drama-Comedy,Col
"Truffaut, François",1972,Two English Girls,France,108,Drama,Col
"Truffaut, François",1973,Day for Night,France,120,Drama-Comedy,Col
"Truffaut, François",1975,"Story of Adele H, The",France,97,Biography-Drama,Col
"Truffaut, François",1976,Small Change,France,104,Drama-Comedy,Col
"Truffaut, François",1977,"Man Who Loved Women, The",France,119,Drama-Comedy-Romance,Col
"Truffaut, François",1978,"Green Room, The",France,95,War-Drama,Col
"Truffaut, François",1978,Love on the Run,France,90,Drama-Comedy-Romance,Col
"Truffaut, François",1980,"Last Metro, The",France,133,War-Romance-Drama,Col
"Truffaut, François",1981,"Woman Next Door, The",France,106,Romance-Drama,Col
"Truffaut, François",1983,Confidentially Yours,France,111,Mystery-Crime-Romance,BW
"Trumball, Douglas",1971,Silent Running,US,89,Science Fiction,Col
"Trumball, Douglas",1983,Brainstorm ,US,106,Thriller-Science Fiction,Col
"Trumbo, Dalton",1971,Johnny Got His Gun,US,111,War-Drama,Col
Tsai Ming-liang,1992,Rebels of the Neon God,Taiwan,106,Drama,Col
Tsai Ming-liang,1994,Vive L'Amour,Taiwan,118,Drama,Col
Tsai Ming-liang,1997,"River, The/He liu",Taiwan,115,Drama,Col
Tsai Ming-liang,1998,"Hole, The",Taiwan-France,95,Musical-Drama-Fantasy,Col
Tsai Ming-liang,2001,What Time is it There?,France-Taiwan-Italy,116,Drama,Col
Tsai Ming-liang,2003,"Goodbye, Dragon Inn",Taiwan,82,Drama-Comedy,Col
Tsai Ming-liang,2005,"Wayward Cloud, The",France-Taiwan-China,112,Musical-Comedy-Drama,Col
Tsai Ming-liang,2006,I Don’t Want to Sleep Alone,Taiwan-France-Austria,118,Drama,Col
Tsai Ming-liang,2009,Visage,France-Taiwan-Belgium-Netherlands,138,Comedy-Drama,Col
"Tscherkassky, Peter",1999,Outer Space,Austria,10,Animated-Short,BW
"Tscherkassky, Peter",2002,Dream Work,Austria,10,Short,BW
"Tscherkassky, Peter",2005,Instructions for a Light and Sound Machine,Austria,17,Short-Western,BW
"Tsuchimoto, Noriaki",1969,Paruchizan Zenshi,Japan,122,Documentary,BW
"Tsuchimoto, Noriaki",1972,Minamata,Japan,105,Drama,Col
Tsui Hark,1979,"Butterfly Murders, The/Die bian",Hong Kong,88,Horror-Mystery-Thriller,Col
Tsui Hark,1980,Dangerous Encounters of the First Kind,Hong Kong,95,Action-Crime-Thriller,Col
Tsui Hark,1980,We're Going to Eat You,Hong Kong,87,Action-Comedy-Horror,Col
Tsui Hark,1983,Zu Warriors,Hong Kong,95,Horror-Adventure-Action,Col
Tsui Hark,1984,Shanghai Blues,Hong Kong,103,Comedy,Col
Tsui Hark,1986,Peking Opera Blues,Hong Kong,104,Comedy-Adventure-Action,Col
Tsui Hark,1991,Once Upon a Time in China,Hong Kong,134,Action-Adventure-Historical,Col
Tsui Hark,1992,Once Upon a Time in China II,Hong Kong,113,Action-Romance,Col
Tsui Hark,1993,Green Snake/Ching Se,Hong Kong,98,Fantasy-Drama,Col
Tsui Hark,1993,Once Upon a Time in China III,Hong Kong,105,Action,Col
Tsui Hark,1994,Once Upon a Time in China V,Hong Kong,101,Action,Col
Tsui Hark,1995,"Blade, The/Dao",Hong Kong,101,Drama-Action,Col
Tsui Hark,1995,"Chinese Feast, The",Hong Kong,100,Romance-Comedy,Col
Tsui Hark,1998,Knock Off,US-Hong Kong,91,Thriller-Action,Col
"Tsukamoto, Shinya",1989,Tetsuo,Japan,67,Horror-Science Fiction-Thriller,Col
"Tsukamoto, Shinya",1991,Tetsuo II: Body Hammer,Japan,83,Science Fiction-Drama-Horror,Col
"Tsukamoto, Shinya",1995,Tokyo Fist,Japan,87,Drama-Horror,Col
"Tsukerman, Slava",1983,Liquid Sky,US,112,Science Fiction,Col
"Tsuruta, Norio",2000,Ringu 0: Basudei,Japan,99,Horror-Thriller-Drama,Col-BW
"Tucker, Anand",1998,Hilary and Jackie,UK,122,Drama,Col
"Tucker, Phil",1953,Robot Monster,US,63,Science Fiction,BW
"Tuggle, Richard",1984,Tightrope,US,114,Thriller,Col
Tun Fei Mou,1988,Men Behind the Sun,Hong Kong,105,Drama-Historical-Horror,Col
"Turgul, Yavuz",1987,Mr. Muhsin,Turkey,145,Drama,Col
"Turgul, Yavuz",1992,Golge oyunu,Turkey,103,---,Col
"Turin, Victor A.",1929,Turksib,USSR,57,Documentary,BW
"Turner, Ann",1988,Celia,Australia,103,Drama,Col
"Turteltaub, Jon",1993,Cool Runnings,US,97,Sports-Comedy-Adventure,Col
"Turteltaub, Jon",1995,While You Were Sleeping,US,103,Romance-Comedy,Col
"Tuttle, Frank",1932,This is the Night,US,78,Romance-Comedy,BW
"Tuttle, Frank",1942,This Gun for Hire,US,80,Thriller-Crime,BW
"Tuttle, Frank",1951,"Magic Face, The",US,89,War-Drama,BW
"Twohy, David",1996,"Arrival, The",US,109,Thriller-Science Fiction,Col
"Twohy, David",2000,Pitch Black,US-Australia,110,Action-Science Fiction-Thriller,Col
"Twohy, David",2004,"Chronicles of Riddick, The",US,119,Action-Adventure-Science Fiction,Col
"Twohy, David",2009,"Perfect Getaway, A",US,97,Mystery-Thriller,Col
"Tykwer, Tom",1997,Winter Sleepers/Winterschlafer,Germany-France,122,Drama,Col
"Tykwer, Tom",1998,Run Lola Run,Germany,80,Thriller-Drama-Action,Col
"Tykwer, Tom",2000,"Princess and the Warrior, The",Germany,135,Drama-Romance,Col
"Uchida, Tomu",1933,Policeman,Japan,121,---,BW
"Uchida, Tomu",1955,"Bloody Spear on Mount Fuji, A",Japan,94,Adventure-Drama,BW
"Uchida, Tomu",1961,Zen and Sword,Japan,---,Drama,Col
"Uchida, Tomu",1962,"Mad Fox, The",Japan,109,Drama,Col
"Uchida, Tomu",1962,Miyamoto Musashi: Showdown at Hannyazaka Heights,Japan,110,Drama,Col
"Uchida, Tomu",1963,Two-Sword Fencing is Born,Japan,104,Drama,Col
"Uchida, Tomu",1964,Miyamoto Musashi: The Duel at Ichijoji,Japan,128,Action-Drama,Col
"Uchida, Tomu",1965,Duel at Ganrule Isle,Japan,121,Action-Drama,Col
"Uchida, Tomu",1965,Fugitive from the Past,Japan,183,Crime-Drama-Mystery,BW
"Ucicky, Gustav",1940,"Postmeister, Der",Germany,95,Drama,BW
"Udomej, Manop",1981,On the Fringe of Society/Prachachon Nork,Thailand,106,---,Col
"Uher, Stefan",1962,"Sun in a Net, The",Czechoslovakia,90,Drama,BW
"Ullmann, Liv",2000,Faithless,Sweden-Norway-Finland-Italy-Germany,153,Romance-Drama,Col
"Ulmer, Edgar G.",1933,Damaged Lives,US,61,Drama,BW
"Ulmer, Edgar G.",1934,"Black Cat, The",US,65,Horror,BW
"Ulmer, Edgar G.",1944,Bluebeard ,US,73,Thriller-Crime,BW
"Ulmer, Edgar G.",1945,Detour,US,69,Crime,BW
"Ulmer, Edgar G.",1955,Murder is My Beat,US,77,Mystery,BW
"Ulmer, Edgar G.",1955,"Naked Dawn, The",US,82,Crime-Drama-Western,Col
"Underwood, Ron",1989,Tremors,US,96,Horror-Comedy,Col
"Underwood, Ron",1991,City Slickers,US,112,Comedy-Adventure,Col
"Underwood, Ron",1993,Heart and Souls,US,104,Romance-Fantasy-Comedy,Col
"Unho, Ilmari",1950,Härmästä poikia kymmenen,Finland,86,Drama,BW
"Unkrich, Lee",2010,Toy Story 3,US,103,Animated-Adventure-Comedy,Col
"Urayama, Kiriro",1962,Foundry Town,Japan,99,---,BW
"Usher, Kinka",1999,Mystery Men,US,120,---,Col
"Ustinov, Peter",1962,Billy Budd,UK-US,119,Drama,BW
U-Wei Haji Saari,2006,My Beautiful Rambutan Tree in Tanjung Rambutan,Malaysia,27,Short,Col
"Uys, Jamie",1981,"Gods Must Be Crazy, The",Botswana,108,Comedy,Col
"Vaala, Valentin",1937,Juurakon Hulda,Finland,82,Romance,BW
"Vacek, Jack",1984,BBC News Ethiopia Report,UK,---,Documentary,---
"Vadim, Roger",1956,And God Created Woman ,France,92,Drama,Col
"Vadim, Roger",1957,Sait-on jamais...,Italy-France,96,Drama,Col
"Vadim, Roger",1959,"Liaisons dangereuses, Les",France,106,Drama-Romance,BW
"Vadim, Roger",1961,Blood and Roses/Et mouir de plaisir,Italy,74,Horror,Col
"Vadim, Roger",1968,Barbarella,France-Italy,98,Science Fiction,Col
"Vajda, Ladislao",1955,"Miracle of Marcelino, The",Spain-Italy,91,Drama-Comedy,BW
"Vajda, Ladislao",1956,Mi tío Jacinto,Spain-Italy,90,Drama,BW
"Vajda, Ladislao",1958,It Happened in Broad Daylight,West Germany-Switzerland-Spain,95,Crime-Thriller-Drama,BW
"Valdez, Luis",1969,I am Joaquin,Mexico-US,20,Short,---
"Valdez, Luis",1987,"Bamba, La",US,108,Biography,Col
"Valerii, Tonino",1969,Day of Anger,Italy,109,Western,Col
"Valerii, Tonino",1974,My Name is Nobody,France-Germany-Italy,115,Western,Col
"Valette, Eric",2002,Malefique,France,90,Fantasy-Horror-Mystery,Col
"Vallee, Jean-Marc",2005,C.R.A.Z.Y.,Canada,127,Drama,Col
"van der Beek, Stan",1964,Death Breath,US,15,Animated,---
"van der Keuken, Johan",1981,Iconoclasm,Netherlands,85,Documentary,---
"van der Keuken, Johan",2000,Long Holiday,France-Netherlands,145,Documentary,Col
"Van Dormael, Jaco",1991,Toto le heros/Toto the Hero,Belgium-France-Germany,90,Drama-Comedy,Col
"Van Dyke II, W.S.",1928,White Shadows in the South Seas,US,88,Romance-Drama,BW
"Van Dyke II, W.S.",1932,"Tarzan, the Ape Man",US,99,Romance-Adventure,BW
"Van Dyke II, W.S.",1933,Eskimo,US,117,Drama,BW
"Van Dyke II, W.S.",1934,Manhattan Melodrama,US,93,Drama-Crime,BW
"Van Dyke II, W.S.",1934,"Thin Man, The",US,93,Mystery-Comedy-Crime,BW
"Van Dyke II, W.S.",1935,Naughty Marietta,US,106,Musical-Drama,BW
"Van Dyke II, W.S.",1936,San Francisco ,US,115,Romance-Musical-Drama,BW
"Van Dyke II, W.S.",1938,Marie Antoinette ,US,149,Romance-Drama-Biography,BW
"Van Peebles, Mario",1991,New Jack City,US,97,Crime-Action-Drama,Col
"Van Peebles, Mario",1993,Posse,US,109,Western,Col
"Van Peebles, Mario",2003,Baadasssss!,US,108,Biography-Drama,Col
"Van Peebles, Melvin",1971,Sweet Sweetback's Baadasssss Song,US,97,Drama,Col
"Van Sant, Gus",1982,"Discipline of D.E., The",US,13,Comedy-Short,BW
"Van Sant, Gus",1986,Mala Noche,US,78,Drama,Col
"Van Sant, Gus",1989,Drugstore Cowboy,US,100,Drama,Col
"Van Sant, Gus",1991,My Own Private Idaho,US,102,Drama,Col
"Van Sant, Gus",1995,To Die For,US,103,Comedy,Col
"Van Sant, Gus",1997,Good Will Hunting,US,126,Drama,Col
"Van Sant, Gus",1998,Psycho ,US,103,Thriller-Horror,Col
"Van Sant, Gus",2001,Gerry,US,102,Drama,Col
"Van Sant, Gus",2003,Elephant,US,81,Drama,Col
"Van Sant, Gus",2004,Last Days,US,96,Drama,Col
"Van Sant, Gus",2007,Paranoid Park,France-US,85,Drama,Col
"Van Sant, Gus",2008,Milk,US,128,Biography-Drama,Col
"Vancini, Florestano",1960,"Lunga notte del '43, La",Italy-France,110,Drama,BW
"Varda, Agnès",1961,Cleo from 5 to 7,France,90,Drama,BW
"Varda, Agnès",1965,"Bonheur, Le",France,79,Drama,Col
"Varda, Agnès",1982,Ulysse,France,22,Short,BW
"Varda, Agnès",1985,Vagabond,France,106,Drama,Col
"Varda, Agnès",1987,Kung-fu Master!,France,80,Romance-Drama,Col
"Varda, Agnès",1991,Jacquot de Nantes,France,118,Documentary-Biography-Drama,Col-BW
"Varda, Agnès",2000,"Gleaners & I, The",France,82,Documentary,Col
"Varda, Agnès",2008,"Beaches of Agnès, The",France,110,Documentary-Biography,Col
"Vari, Giuseppe",1971,"Shoot the Living, Pray for the Dead",Italy,90,Western,Col
Various Directors,1936,"Vie est a nous, La",France,---,---,BW
Various Directors,1966,Batman ,US,3600,Action-Adventure-Comedy,Col
Various Directors,1966,Mission: Impossible ,US,8400,Action-Adventure-Crime,Col
Various Directors,1978,Dallas ,US-Canada,---,Drama,Col
Various Directors,1978,Germany in Autumn,West Germany,123,Documentary-Drama,Col-BW
Various Directors,1989,"Simpsons, The ",US,---,Animated-Comedy,Col
Various Directors,1995,Kotikatu ,Finland,---,Drama,Col
Various Directors,2002,"Wire, The ",US,---,Crime-Drama-Mystery,Col
Various Directors,2006,"Paris, je t'aime",France-Liechtenstein-Switzerland,121,Romance,Col
Various Directors,2007,"Sopranos, The ",US,---,Crime-Drama-Thriller,Col
Various Directors,2007,To Each His Own Cinema,France,100,Comedy-Drama,Col-BW
"Varma, Ram Gopal",1995,Rangeela,India,142,Comedy-Drama-Musical,Col
"Varma, Ram Gopal",1998,Satya/Truth,India,170,Crime,Col
"Varnel, Marcel",1937,"Oh, Mr. Porter",UK,85,Comedy,BW
"Vasan, S.S.",1948,Chandralekha,India,207,---,BW
"Vasilyev, Georgi & Sergei Vasilyev",1934,Chapayev,USSR,101,Political-Drama-War,BW
"Vasquez, Joseph B.",1991,Hangin' With the Homeboys,US,88,Drama,Col
"Vaughn, Matthew",2010,Kick-Ass,US-UK,117,Action-Comedy-Drama,Col
"Vautier, Rene",1951,Afrique 50,France,17,Short,BW
"Veber, Francis",1976,"Jouet, Le",France,92,Comedy,Col
"Veber, Francis",1998,"Dinner Game, The/Le Diner de cons",France,79,Comedy,Col
"Vedres, Nicole",1948,Paris 1900,France,74,Documentary,BW
"Vedres, Nicole",1949,"Vie commence demain, La",France,86,Documentary-Drama,BW
"Velo, Carlos",1956,Bullfighter/Torero,US,75,Documentary-Drama,BW
"Venditti, Jennifer",2007,Billy the Kid,US,84,Documentary,Col
"Verbinski, Gore",1997,Mousehunt,US,97,Action-Comedy-Family,Col
"Verbinski, Gore",2002,"Ring, The",US,115,Drama-Horror-Mystery,Col
"Verbinski, Gore",2003,Pirates of the Caribbean: The Curse of the Black Pearl,US,143,Fantasy-Adventure-Action,Col
"Verbinski, Gore",2004,"Weather Man, The",Germany-US,101,Drama-Comedy,Col
"Verhoeven, Michael",1989,"Nasty Girl, The",Germany,92,Drama,Col
"Verhoeven, Paul",1973,Turkish Delight,Netherlands,112,Drama-Romance,Col
"Verhoeven, Paul",1977,Soldier of Orange,Netherlands,149,War-Drama-Thriller,Col
"Verhoeven, Paul",1980,Spetters,Netherlands,115,Drama-Romance-Sport,Col
"Verhoeven, Paul",1983,"Fourth Man, The",Netherlands,104,Comedy,Col
"Verhoeven, Paul",1987,Robocop,US,103,Science Fiction-Crime,Col
"Verhoeven, Paul",1990,Total Recall,US,109,Science Fiction-Action,Col
"Verhoeven, Paul",1992,Basic Instinct,US,127,Thriller-Drama,Col
"Verhoeven, Paul",1995,Showgirls,US,131,Musical-Drama,Col
"Verhoeven, Paul",1997,Starship Troopers,US,129,Science Fiction-Action-Adventure-War,Col
"Verhoeven, Paul",2006,Black Book,Germany-Netherlands-UK-Belgium,146,War-Thriller,Col
"Verneuil, Henri",1956,People of No Importance,France,101,Drama,BW
"Verneuil, Henri",1962,"Monkey in Winter, A/Un Singe en hiver",France,104,Drama-Comedy,BW
"Verneuil, Henri",1963,Any Number Can Win,France,108,Crime-Drama,BW
"Verneuil, Henri",1979,I... comme Icare/I as in Icarus,France,120,Thriller,Col
"Verona, Stephen",1976,Pipe Dreams,US,89,Drama,Col
"Verona, Stephen F./Martin Davidson",1974,"Lords of Flatbush, The",US,88,Drama,Col
"Vertov, Dziga",1926,"Forward, Soviet!",USSR,65,Documentary,BW
"Vertov, Dziga",1926,"Sixth Part of the World, The",USSR,61,Documentary,BW
"Vertov, Dziga",1929,"Man with a Movie Camera, The",USSR,80,Documentary-Avant-Garde,BW
"Vertov, Dziga",1931,Enthusiasm,USSR,67,Documentary,BW
"Veysset, Sandrine",1996,Will it Snow for Christmas?/Y'aura t'il de la neige a Noel?,France,90,---,Col
"Vibenius, Bo Arne",1974,Thriller: A Cruel Picture,Sweden,104,Action-Thriller,Col
"Vidor, Charles",1944,Cover Girl,US,107,Musical-Dance-Comedy,Col
"Vidor, Charles",1946,Gilda,US,110,Thriller-Drama,BW
"Vidor, Charles",1955,Love Me or Leave Me,US,122,Musical-Biography-Drama,Col
"Vidor, King",1924,Wild Oranges,US,76,Drama-Romance,BW
"Vidor, King",1925,"Big Parade, The",US,141,War-Romance-Drama,BW
"Vidor, King",1926,"Boheme, La",US,94,Romance-Drama,BW
"Vidor, King",1928,"Crowd, The",US,104,Drama,BW
"Vidor, King",1928,Show People,US,82,Comedy,BW
"Vidor, King",1929,Hallelujah!,US,106,Musical-Drama,BW
"Vidor, King",1931,"Champ, The ",US,87,Sports-Drama,BW
"Vidor, King",1931,Street Scene,US,80,Drama,BW
"Vidor, King",1932,Bird of Paradise,US,80,Romance,BW
"Vidor, King",1933,"Stranger's Return, The",US,89,Drama,BW
"Vidor, King",1934,Our Daily Bread ,US,74,Drama,BW
"Vidor, King",1937,Stella Dallas,US,106,Drama,BW
"Vidor, King",1938,"Citadel, The",UK-US,112,Drama,BW
"Vidor, King",1940,Northwest Passage (Book I-Rogers' Rangers),US,125,Drama-Adventure-Historical,Col
"Vidor, King",1944,"American Romance, An",US,122,Drama,Col
"Vidor, King",1946,Duel in the Sun,US,130,Western,Col
"Vidor, King",1949,Beyond the Forest,US,96,Romance,BW
"Vidor, King",1949,"Fountainhead, The",US,114,Drama,BW
"Vidor, King",1952,Ruby Gentry,US,82,Drama,BW
"Vidor, King",1955,Man Without a Star,US,89,Western,Col
"Vidor, King",1956,War and Peace ,US-Italy,208,War-Historical-Drama,Col
"Vidor, King",1980,"Metaphor, The",US,---,Documentary-Short,---
"Vigalondo, Nacho",2007,Timecrimes,Spain,92,Action-Adventure-Drama,Col
"Vigne, Daniel",1982,"Return of Martin Guerre, The",France,111,Historical,Col
"Vigo, Jean",1930,À propos de Nice,France,25,Documentary-Short,BW
"Vigo, Jean",1933,Zero for Conduct,France,41,Short-Drama,BW
"Vigo, Jean",1934,"Atalante, L'",France,89,Romance-Drama,BW
"Villaronga, Agustin",1986,In a Glass Cage/Tras el cristal,Spain,100,Horror-Drama,Col
"Villaverde, Teresa",1991,A Idade Maior,Germany-Portugal,125,Drama,Col
"Villeneuve, Denis",2000,Maelstrom,Canada,95,---,Col
"Villeneuve, Denis",2010,Incendies,Canada-France,131,---,Col
"Vilsmaier, Joseph",1992,Stalingrad,Germany,138,Drama-War,Col
"Vilsmaier, Joseph",1997,Comedian Harmonists/The Harmonists,Germany-Australia,126,Musical-Drama,Col
"Vinterberg, Thomas",1998,Festen,Denmark,105,Drama,Col
"Vinton, Will",1985,"Adventures of Mark Twain, The",US,90,Fantasy-Animated,Col
"Virgien, Norton",1998,"Rugrats Movie, The",US,80,---,Col
"Virzi, Paolo",2008,Tutta la vita davanti,Italy,117,Comedy,Col
"Visconti, Luchino",1942,Ossessione,Italy,140,Drama,BW
"Visconti, Luchino",1947,"Terra trema, La",Italy,160,Drama,BW
"Visconti, Luchino",1951,Bellissima,Italy,112,Drama,BW
"Visconti, Luchino",1954,Senso,Italy,115,War-Drama-Romance,Col
"Visconti, Luchino",1957,White Nights,Italy-France,94,Romance-Drama,BW
"Visconti, Luchino",1960,Rocco and His Brothers,Italy-France,180,Drama,BW
"Visconti, Luchino",1963,"Leopard, The",Italy,205,Historical-Drama-War,Col
"Visconti, Luchino",1965,Of a Thousand Delights,Italy,100,Drama,BW
"Visconti, Luchino",1967,"Stranger, The",France-Italy,105,Drama,Col
"Visconti, Luchino",1969,"Damned, The",Italy-West Germany,155,War-Drama,Col
"Visconti, Luchino",1971,Death in Venice,Italy,130,Drama,Col
"Visconti, Luchino",1973,Ludwig,France-Germany-Italy,173,Drama-Biography-Historical,Col
"Visconti, Luchino",1974,Conversation Piece,Italy,122,Drama,Col
"Visconti, Luchino",1976,"Innocente, L'/The Innocent",Italy,115,Drama,Col
"Vlácil, Frantisek",1960,"White Dove, The/Holubice",Czechoslovakia,68,---,BW
"Vlácil, Frantisek",1967,Marketa Lazarová,Czechoslovakia,162,Romance-Drama,BW
"Vohrer, Alfred",1962,"Door with Seven Locks, The",Germany,96,Horror,BW
"Vojnar, Ivan",1997,"Way Through the Bleak Woods, The",Czech Republic,87,---,BW
"von Bagh, Peter",2008,"Helsinki, Forever",Finland,75,---,---
"von Baky, Josef",1941,Annelie,Germany,92,---,---
"von Baky, Josef",1943,Münchhausen/Baron Munchhausen,Germany,110,Fantasy-Adventure-Comedy,Col
"von Donnersmarck, Florian Henckel",2006,"Lives of Others, The",Germany,138,Drama,Col
"von Lutzelburg, Helmer",1984,Hullygully in Kaseburg,West Germany,82,Comedy,Col
"von Praunheim, Rosa",1971,"It is Not the Homosexual Who is Perverse, But the Society in Which He Lives",West Germany,67,---,Col
"von Sternberg, Josef",1925,"Salvation Hunters, The",US,65,Drama,BW
"von Sternberg, Josef",1927,Underworld,US,85,Crime,BW
"von Sternberg, Josef",1928,"Docks of New York, The",US,76,Romance-Drama-Crime,BW
"von Sternberg, Josef",1928,"Last Command, The",US,88,Drama-Adventure,BW
